P.s,Item,Cond,Antecedent,Consequent,Premise,Conclusion,CondType,Did the conclusion follow with logical neccesity 
20,27,2,352,1038,1166,1065,AC,Yes
20,28,1,1572,1255,719,1032,MP,Yes
20,29,8,212,356,11472,11928,DF,No
20,30,7,834,2150,1370,1807,CF,No
20,31,6,345,795,1043,3574,ACF,No
20,32,5,371,800,2078,3582,MPF,No
21,1,5,2721,2495,1218,1454,MPF,Yes
21,2,4,,1388,1985,3231,DB,No
21,3,3,,1990,679,617,CB,Yes
21,4,2,1011,4088,1041,743,AC,Yes
21,5,1,1275,2189,1784,2883,MP,Yes
21,6,8,1050,4135,1530,13471,DF,No
21,7,7,999,876,2651,13631,CF,No
21,8,6,799,1885,3219,8518,ACF,No
21,9,5,863,1727,2511,,MPF,No
21,10,4,1081,2345,1021,3423,DB,Yes
21,11,3,712,3089,3122,2085,CB,Yes
21,12,2,989,4267,1888,1412,AC,Yes
21,13,1,1948,3663,1106,2095,MP,Yes
21,14,8,2335,2090,6621,1074,DF,No
21,15,7,1063,,,1677,CF,No
21,16,6,1630,2281,1529,3095,ACF,No
21,17,5,2034,5465,683,1397,MPF,No
21,18,4,485,1416,695,4874,DB,No
21,19,3,916,2000,805,7005,CB,Yes
21,20,2,1452,5333,1215,987,AC,Yes
21,21,1,2286,1586,1962,2216,MP,Yes
21,22,8,1847,1532,2715,4184,DF,Yes
21,23,7,730,1286,2430,,CF,No
21,24,6,1309,1665,2207,1138,ACF,No
21,25,5,808,959,1488,2595,MPF,No
21,26,4,1259,3919,789,3592,DB,No
21,27,3,540,1732,986,6979,CB,Yes
21,28,2,1057,3265,1147,1439,AC,Yes
21,29,1,1897,1750,991,2231,MP,Yes
21,30,8,1374,3304,2351,2739,DF,No
21,31,7,1358,3673,1802,958,CF,No
21,32,6,946,2342,4164,1835,ACF,No
22,1,6,1045,2266,2844,239,ACF,No
22,2,5,586,870,703,,MPF,No
22,3,4,1390,1319,387,940,DB,No
22,4,3,1056,515,420,640,CB,Yes
22,5,2,635,614,530,1045,AC,Yes
22,6,1,761,432,1525,482,MP,Yes
22,7,8,560,1679,978,1028,DF,Yes
22,8,7,630,1393,1147,2144,CF,No
22,9,6,509,1936,2703,347,ACF,No
22,10,5,596,454,457,658,MPF,No
22,11,4,477,839,335,2170,DB,No
22,12,3,346,527,352,128,CB,Yes
22,13,2,1319,977,225,2672,AC,Yes
22,14,1,806,557,1406,407,MP,Yes
22,15,8,823,1388,790,1732,DF,Yes
22,16,7,409,526,2600,1009,CF,No
22,17,6,775,533,1197,7893,ACF,Yes
22,18,5,345,1197,1995,500,MPF,No
22,19,4,515,873,600,1326,DB,No
22,20,3,402,373,190,224,CB,Yes
22,21,2,783,1481,322,2113,AC,Yes
22,22,1,702,792,409,509,MP,Yes
22,23,8,729,109,,2277,DF,Yes
22,24,7,560,630,1482,3657,CF,No
22,25,6,712,621,,5562,ACF,No
22,26,5,302,524,1097,733,MPF,No
22,27,4,561,522,912,,DB,No
22,28,3,322,584,276,304,CB,Yes
22,29,2,661,503,351,1746,AC,Yes
22,30,1,363,590,3159,622,MP,Yes
22,31,8,527,1107,1827,376,DF,Yes
22,32,7,363,394,369,1966,CF,No
23,1,7,625,815,1885,1182,CF,No
23,2,6,2015,2242,1271,3637,ACF,No
23,3,5,1906,1684,,6244,MPF,No
23,4,4,370,1353,994,1440,DB,No
23,5,3,751,1977,,2965,CB,Yes
23,6,2,857,3643,3654,2148,AC,Yes
23,7,1,1336,809,,6015,MP,Yes
23,8,8,953,1152,2709,2112,DF,Yes
23,9,7,508,1213,3338,750,CF,No
23,10,6,580,970,2060,6064,ACF,No
23,11,5,696,1139,3758,1442,MPF,No
23,12,4,308,568,3584,8202,DB,No
23,13,3,188,1361,,4112,CB,No
23,14,2,606,1084,,5039,AC,Yes
23,15,1,578,1058,452,2256,MP,Yes
23,16,8,753,1667,842,4075,DF,Yes
23,17,7,399,555,1233,5378,CF,No
23,18,6,1213,1366,2814,2774,ACF,No
23,19,5,773,1657,1614,2475,MPF,No
23,20,4,989,531,1458,,DB,No
23,21,3,840,821,817,2311,CB,Yes
23,22,2,512,542,176,11009,AC,Yes
23,23,1,1754,890,470,1438,MP,Yes
23,24,8,486,1173,,8496,DF,Yes
23,25,7,712,436,,2901,CF,No
23,26,6,402,671,1819,3798,ACF,No
23,27,5,1248,736,765,2754,MPF,No
23,28,4,483,1253,,6136,DB,No
23,29,3,567,433,803,4418,CB,Yes
23,30,2,349,,,13183,AC,Yes
23,31,1,1575,2392,483,1345,MP,Yes
23,32,8,1388,629,934,1370,DF,Yes
24,1,8,443,703,3635,5653,DF,Yes
24,2,7,638,659,817,487,CF,No
24,3,6,844,1017,4866,5292,ACF,No
24,4,5,727,514,1574,1945,MPF,No
24,5,4,775,1338,486,535,DB,No
24,6,3,663,1465,341,2813,CB,Yes
24,7,2,463,1331,1145,4064,AC,Yes
24,8,1,480,877,2251,1175,MP,Yes
24,9,8,523,1507,4590,9421,DF,No
24,10,7,414,2726,1527,573,CF,No
24,11,6,635,1114,1022,10896,ACF,No
24,12,5,988,1239,2715,198,MPF,No
24,13,4,333,463,219,14500,DB,No
24,14,3,532,750,1750,904,CB,Yes
24,15,2,514,1530,,10660,AC,Yes
24,16,1,1216,1610,1981,7310,MP,Yes
24,17,8,400,633,,20551,DF,Yes
24,18,7,1271,1148,3566,6505,CF,No
24,19,6,1422,2822,2703,8604,ACF,No
24,20,5,2518,1497,,1054,MPF,No
24,21,4,411,1387,449,2216,DB,No
24,22,3,614,1132,2585,8590,CB,Yes
24,23,2,344,1275,,14403,AC,Yes
24,24,1,796,1138,647,2249,MP,Yes
24,25,8,481,550,3573,493,DF,Yes
24,26,7,561,629,4206,1040,CF,No
24,27,6,1086,436,1707,857,ACF,No
24,28,5,490,934,3988,2341,MPF,No
24,29,4,786,920,1364,8670,DB,Yes
24,30,3,569,1087,453,1277,CB,Yes
24,31,2,452,705,,20946,AC,No
24,32,1,487,615,1157,3453,MP,Yes
25,1,1,653,1623,359,261,MP,Yes
25,2,8,367,2199,723,2420,DF,Yes
25,3,7,364,239,2366,902,CF,Yes
25,4,6,1079,700,2336,2053,ACF,No
25,5,5,437,519,2538,708,MPF,No
25,6,4,614,1265,502,2527,DB,No
25,7,3,425,601,477,796,CB,Yes
25,8,2,367,659,549,1082,AC,Yes
25,9,1,294,2301,469,967,MP,Yes
25,10,8,744,507,741,480,DF,Yes
25,11,7,381,1303,1790,1243,CF,No
25,12,6,673,1247,583,740,ACF,No
25,13,5,558,1126,742,387,MPF,No
25,14,4,498,427,339,1505,DB,No
25,15,3,338,551,370,1047,CB,Yes
25,16,2,608,2102,465,800,AC,Yes
25,17,1,851,1773,405,527,MP,Yes
25,18,8,571,1756,615,1147,DF,Yes
25,19,7,408,1165,273,3463,CF,No
25,20,6,518,1773,1341,525,ACF,No
25,21,5,1575,523,735,1154,MPF,No
25,22,4,551,402,358,1395,DB,No
25,23,3,556,1293,448,1531,CB,Yes
25,24,2,694,760,651,1113,AC,Yes
25,25,1,563,437,669,770,MP,Yes
25,26,8,657,956,867,1092,DF,Yes
25,27,7,420,477,1626,335,CF,No
25,28,6,931,939,724,3625,ACF,No
25,29,5,393,1681,905,896,MPF,No
25,30,4,332,769,365,1105,DB,No
25,31,3,516,2133,857,1850,CB,Yes
25,32,2,671,860,396,2898,AC,Yes
26,1,2,374,1152,906,2287,AC,Yes
26,2,1,326,1072,949,1366,MP,Yes
26,3,8,352,1166,1115,835,DF,No
26,4,7,362,555,3480,5785,CF,No
26,5,6,627,1074,1204,3594,ACF,No
26,6,5,341,1613,7460,1073,MPF,No
26,7,4,420,1813,859,1137,DB,No
26,8,3,346,528,675,928,CB,Yes
26,9,2,317,497,511,857,AC,Yes
26,10,1,364,2095,565,2048,MP,Yes
26,11,8,468,755,1337,2802,DF,Yes
26,12,7,400,879,5860,2172,CF,No
26,13,6,1384,942,4284,2953,ACF,No
26,14,5,411,1492,777,3098,MPF,No
26,15,4,626,967,460,1643,DB,Yes
26,16,3,368,794,625,1584,CB,Yes
26,17,2,253,1606,426,1478,AC,Yes
26,18,1,577,1424,372,1877,MP,Yes
26,19,8,423,540,565,1274,DF,No
26,20,7,337,910,1836,3277,CF,No
26,21,6,535,1233,965,3370,ACF,No
26,22,5,712,888,777,2629,MPF,No
26,23,4,989,865,1028,1352,DB,No
26,24,3,1068,1057,727,305,CB,Yes
26,25,2,444,1745,1986,956,AC,Yes
26,26,1,692,956,503,1443,MP,Yes
26,27,8,814,2203,1231,5480,DF,No
26,28,7,310,704,828,2713,CF,No
26,29,6,626,2673,1188,11363,ACF,No
26,30,5,305,608,1306,870,MPF,No
26,31,4,836,1703,979,856,DB,Yes
26,32,3,576,461,1736,1322,CB,Yes
27,1,3,537,1715,796,607,CB,Yes
27,2,2,519,1363,334,554,AC,Yes
27,3,1,342,,7576,1942,MP,Yes
27,4,8,362,2416,3054,1101,DF,Yes
27,5,7,682,2640,4490,1325,CF,No
27,6,6,354,692,979,1228,ACF,No
27,7,5,1062,6014,1144,2781,MPF,Yes
27,8,4,1704,7764,314,678,DB,No
27,9,3,1367,2380,1166,579,CB,Yes
27,10,2,955,3150,2451,2215,AC,Yes
27,11,1,408,5630,,953,MP,Yes
27,12,8,592,568,613,343,DF,Yes
27,13,7,1194,974,4118,,CF,No
27,14,6,592,6027,2372,1644,ACF,No
27,15,5,2062,944,,7362,MPF,No
27,16,4,1502,2756,2606,598,DB,No
27,17,3,320,533,208,1089,CB,Yes
27,18,2,568,1145,225,2457,AC,Yes
27,19,1,563,3715,9480,318,MP,Yes
27,20,8,584,3608,465,1254,DF,Yes
27,21,7,516,1141,872,1625,CF,No
27,22,6,1598,2660,3129,3020,ACF,No
27,23,5,974,1243,1943,989,MPF,No
27,24,4,546,3106,2817,2996,DB,No
27,25,3,750,1223,603,12331,CB,No
27,26,2,1104,1004,796,1040,AC,Yes
27,27,1,611,1645,7884,2251,MP,Yes
27,28,8,1611,1800,2303,13063,DF,Yes
27,29,7,414,786,2791,851,CF,No
27,30,6,833,1865,1695,1802,ACF,No
27,31,5,643,1460,4996,,MPF,Yes
27,32,4,321,986,849,881,DB,No
28,1,4,1208,709,787,2946,DB,No
28,2,3,835,939,346,3565,CB,Yes
28,3,2,707,2535,687,2971,AC,Yes
28,4,1,1443,826,401,3904,MP,Yes
28,5,8,2489,2520,1260,784,DF,Yes
28,6,7,624,700,770,,CF,Yes
28,7,6,1385,2007,796,4002,ACF,No
28,8,5,2244,1591,1339,2175,MPF,No
28,9,4,166,,,7851,DB,No
28,10,3,1241,930,2911,1083,CB,Yes
28,11,2,183,550,,9236,AC,Yes
28,12,1,485,1683,277,5391,MP,Yes
28,13,8,516,438,1114,,DF,Yes
28,14,7,2097,897,4656,3459,CF,Yes
28,15,6,1538,1438,556,12308,ACF,No
28,16,5,560,653,221,,MPF,No
28,17,4,1609,1804,867,1828,DB,No
28,18,3,1142,2687,742,2819,CB,Yes
28,19,2,526,579,457,2380,AC,Yes
28,20,1,630,1913,726,3352,MP,Yes
28,21,8,1070,1131,1146,,DF,Yes
28,22,7,2036,1387,1018,1813,CF,Yes
28,23,6,856,1867,1538,2848,ACF,No
28,24,5,558,632,484,1046,MPF,No
28,25,4,557,1336,730,834,DB,No
28,26,3,605,912,406,3957,CB,Yes
28,27,2,416,1014,557,3520,AC,Yes
28,28,1,448,648,360,3436,MP,Yes
28,29,8,950,1624,541,1660,DF,Yes
28,30,7,1174,1746,2158,3856,CF,No
28,31,6,442,425,789,3942,ACF,Yes
28,32,5,874,1718,2113,1372,MPF,No
29,1,5,1474,2007,231,4635,MPF,No
29,2,4,888,1048,1994,1547,DB,No
29,3,3,561,896,454,1334,CB,Yes
29,4,2,584,2680,1375,1661,AC,Yes
29,5,1,891,1087,1308,2632,MP,Yes
29,6,8,429,3240,5463,6223,DF,Yes
29,7,7,2341,1741,323,15039,CF,No
29,8,6,373,1101,2133,531,ACF,No
29,9,5,518,3120,882,1601,MPF,No
29,10,4,1084,1434,1082,945,DB,No
29,11,3,464,1681,384,684,CB,Yes
29,12,2,901,3211,939,14581,AC,Yes
29,13,1,885,2184,4474,12144,MP,Yes
29,14,8,543,2736,707,737,DF,Yes
29,15,7,1432,985,2408,4855,CF,Yes
29,16,6,1185,2098,2234,6312,ACF,No
29,17,5,421,2190,1102,1060,MPF,No
29,18,4,355,1698,1111,2380,DB,No
29,19,3,1594,2908,979,8951,CB,Yes
29,20,2,656,2051,610,2227,AC,Yes
29,21,1,200,2101,2920,1276,MP,Yes
29,22,8,554,2787,635,1175,DF,Yes
29,23,7,665,845,1140,2123,CF,Yes
29,24,6,973,845,1214,2968,ACF,No
29,25,5,755,1307,1984,,MPF,No
29,26,4,833,1348,1316,1443,DB,No
29,27,3,1383,3035,2045,948,CB,Yes
29,28,2,697,1673,905,1007,AC,Yes
29,29,1,786,2648,574,1403,MP,Yes
29,30,8,1211,955,2377,789,DF,Yes
29,31,7,1127,1259,1166,2468,CF,Yes
29,32,6,1318,1345,2042,4584,ACF,No
30,1,6,905,1917,3109,620,ACF,Yes
30,2,5,1228,929,2473,1391,MPF,Yes
30,3,4,322,839,1762,1730,DB,No
30,4,3,445,2007,1121,1113,CB,Yes
30,5,2,555,1142,1055,2669,AC,Yes
30,6,1,603,1457,1932,549,MP,Yes
30,7,8,800,1782,1781,2001,DF,Yes
30,8,7,752,1184,2654,2175,CF,No
30,9,6,580,586,1365,1525,ACF,No
30,10,5,454,1122,736,2453,MPF,No
30,11,4,656,945,845,717,DB,No
30,12,3,380,1176,820,1185,CB,Yes
30,13,2,1142,1516,1100,,AC,Yes
30,14,1,779,1031,869,3129,MP,Yes
30,15,8,518,1185,2556,1438,DF,Yes
30,16,7,664,1182,1783,6809,CF,No
30,17,6,385,1357,1363,1533,ACF,No
30,18,5,1348,1571,1940,6351,MPF,No
30,19,4,637,1331,538,1452,DB,No
30,20,3,285,1705,586,948,CB,Yes
30,21,2,552,1827,1360,2315,AC,Yes
30,22,1,537,1803,481,1222,MP,Yes
30,23,8,627,1821,1146,1173,DF,Yes
30,24,7,977,2053,1116,2093,CF,No
30,25,6,829,1397,1228,1866,ACF,No
30,26,5,569,2026,2368,2536,MPF,No
30,27,4,374,939,1619,832,DB,No
30,28,3,582,1305,3139,928,CB,Yes
30,29,2,411,1022,1593,1789,AC,Yes
30,30,1,679,1338,610,1042,MP,Yes
30,31,8,441,1264,6101,727,DF,Yes
30,32,7,1091,3369,2495,1177,CF,No
31,1,7,846,785,2265,1029,CF,No
31,2,6,586,1010,945,3432,ACF,No
31,3,5,776,615,938,1678,MPF,No
31,4,4,794,1101,2729,,DB,No
31,5,3,577,567,767,,CB,Yes
31,6,2,407,1412,1186,5702,AC,Yes
31,7,1,899,483,542,529,MP,Yes
31,8,8,3912,508,982,1825,DF,Yes
31,9,7,558,1339,2944,771,CF,No
31,10,6,999,1221,1448,10875,ACF,No
31,11,5,1331,703,2044,2939,MPF,No
31,12,4,587,,1163,2368,DB,No
31,13,3,508,530,525,378,CB,Yes
31,14,2,864,725,596,3322,AC,Yes
31,15,1,998,859,1195,1670,MP,Yes
31,16,8,499,555,911,651,DF,Yes
31,17,7,901,783,1405,10897,CF,No
31,18,6,548,547,2127,2488,ACF,No
31,19,5,694,970,1632,8095,MPF,No
31,20,4,772,578,684,1057,DB,No
31,21,3,,2628,516,896,CB,Yes
31,22,2,1335,800,557,304,AC,Yes
31,23,1,1004,541,1031,2056,MP,Yes
31,24,8,651,603,1505,696,DF,Yes
31,25,7,935,959,1125,3273,CF,No
31,26,6,838,1012,2356,6481,ACF,No
31,27,5,1529,796,1644,1760,MPF,No
31,28,4,621,645,353,1147,DB,No
31,29,3,929,1045,317,436,CB,Yes
31,30,2,853,1153,435,5147,AC,Yes
31,31,1,919,606,361,1209,MP,Yes
31,32,8,1414,985,1453,8580,DF,Yes
32,1,8,567,870,509,921,DF,Yes
32,2,7,1539,914,2533,1959,CF,No
32,3,6,1460,1233,2781,1595,ACF,Yes
32,4,5,1669,1765,995,2070,MPF,No
32,5,4,1952,1467,1010,3392,DB,Yes
32,6,3,1489,1685,690,,CB,Yes
32,7,2,1805,3020,1575,955,AC,Yes
32,8,1,2148,847,639,1779,MP,Yes
32,9,8,1110,1120,1952,9865,DF,Yes
32,10,7,1591,901,837,9341,CF,No
32,11,6,1605,998,3473,3240,ACF,Yes
32,12,5,1768,933,6069,1765,MPF,No
32,13,4,1493,1706,2317,5749,DB,No
32,14,3,1397,1917,775,2499,CB,Yes
32,15,2,2864,1581,2517,995,AC,Yes
32,16,1,1463,2001,620,2107,MP,Yes
32,17,8,1454,2126,1697,2443,DF,No
32,18,7,1856,1590,2920,4023,CF,Yes
32,19,6,827,2254,944,8372,ACF,No
32,20,5,1683,1152,4616,734,MPF,No
32,21,4,1147,2143,1333,1858,DB,No
32,22,3,1596,1920,749,1143,CB,Yes
32,23,2,1656,1552,3277,782,AC,Yes
32,24,1,1125,1577,529,888,MP,Yes
32,25,8,1269,2152,1631,2764,DF,Yes
32,26,7,1459,1352,1377,3428,CF,Yes
32,27,6,2647,2242,2392,4135,ACF,Yes
32,28,5,1455,2021,3328,2171,MPF,No
32,29,4,1445,1849,813,1532,DB,Yes
32,30,3,2093,1033,1321,3305,CB,Yes
32,31,2,2461,1530,814,2967,AC,Yes
32,32,1,2020,1658,675,1008,MP,Yes
33,1,1,541,828,582,2701,MP,Yes
33,2,8,428,3275,,3800,DF,Yes
33,3,7,482,1035,929,1355,CF,No
33,4,6,573,1561,4126,1120,ACF,No
33,5,5,348,120,5600,,MPF,Yes
33,6,4,388,1749,1301,656,DB,No
33,7,3,448,2486,1375,,CB,Yes
33,8,2,1696,546,663,2469,AC,Yes
33,9,1,518,474,802,,MP,Yes
33,10,8,543,1200,723,657,DF,Yes
33,11,7,350,735,440,3962,CF,No
33,12,6,622,1101,1324,534,ACF,No
33,13,5,521,1137,2415,1130,MPF,No
33,14,4,990,557,1559,3061,DB,No
33,15,3,559,764,1097,1074,CB,Yes
33,16,2,896,4836,2695,,AC,Yes
33,17,1,1353,2411,585,1077,MP,Yes
33,18,8,497,2646,507,460,DF,Yes
33,19,7,351,1660,5898,571,CF,No
33,20,6,542,1310,144,2470,ACF,No
33,21,5,560,816,3668,,MPF,No
33,22,4,611,1049,1153,1051,DB,No
33,23,3,319,529,1180,3266,CB,Yes
33,24,2,651,1567,1313,3018,AC,No
33,25,1,549,1409,2150,,MP,Yes
33,26,8,657,700,2518,,DF,Yes
33,27,7,920,1503,2481,1278,CF,No
33,28,6,329,3095,3151,666,ACF,Yes
33,29,5,589,1212,663,4991,MPF,No
33,30,4,899,10679,1380,91,DB,Yes
33,31,3,866,1840,622,640,CB,Yes
33,32,2,1145,2458,566,1635,AC,No
34,1,2,329,327,,1291,AC,Yes
34,2,1,579,813,,2958,MP,Yes
34,3,8,503,914,304,2519,DF,Yes
34,4,7,683,889,1014,1807,CF,No
34,5,6,679,575,424,2116,ACF,No
34,6,5,802,916,1164,1726,MPF,No
34,7,4,607,508,1597,2424,DB,No
34,8,3,496,637,606,1861,CB,Yes
34,9,2,851,1718,703,,AC,Yes
34,10,1,967,598,1785,2253,MP,Yes
34,11,8,782,1297,899,1188,DF,Yes
34,12,7,513,993,1723,4699,CF,No
34,13,6,842,,357,2437,ACF,No
34,14,5,639,712,729,4061,MPF,No
34,15,4,667,623,1846,3733,DB,No
34,16,3,522,,1207,1798,CB,Yes
34,17,2,586,428,740,1977,AC,Yes
34,18,1,458,902,,1794,MP,Yes
34,19,8,634,293,1013,568,DF,Yes
34,20,7,400,726,2866,2512,CF,No
34,21,6,483,1303,2230,1174,ACF,No
34,22,5,1049,681,612,3327,MPF,No
34,23,4,593,616,266,5425,DB,No
34,24,3,981,634,1389,,CB,Yes
34,25,2,563,909,1259,1606,AC,Yes
34,26,1,387,391,438,1628,MP,Yes
34,27,8,822,797,650,2168,DF,Yes
34,28,7,638,417,1252,642,CF,No
34,29,6,487,311,332,2092,ACF,No
34,30,5,646,402,,5075,MPF,No
34,31,4,912,1029,454,5469,DB,No
34,32,3,496,440,796,391,CB,Yes
35,1,3,451,419,99,935,CB,Yes
35,2,2,425,518,87,1174,AC,Yes
35,3,1,229,868,679,2099,MP,Yes
35,4,8,132,832,1005,9758,DF,No
35,5,7,115,,1859,2055,CF,No
35,6,6,1127,755,649,5271,ACF,No
35,7,5,449,819,,5019,MPF,No
35,8,4,134,1042,2404,1466,DB,No
35,9,3,184,2381,592,,CB,Yes
35,10,2,152,722,690,1885,AC,Yes
35,11,1,221,316,538,1711,MP,Yes
35,12,8,466,519,569,2017,DF,Yes
35,13,7,643,1360,567,803,CF,No
35,14,6,111,490,535,5079,ACF,No
35,15,5,670,500,1250,726,MPF,No
35,16,4,249,693,497,2200,DB,No
35,17,3,454,378,899,1104,CB,Yes
35,18,2,179,1066,2066,1274,AC,Yes
35,19,1,155,833,400,1657,MP,Yes
35,20,8,414,2800,576,1391,DF,Yes
35,21,7,2361,2664,1155,5034,CF,No
35,22,6,160,1308,364,7704,ACF,No
35,23,5,708,668,985,2960,MPF,No
35,24,4,329,1743,633,1281,DB,Yes
35,25,3,645,602,3128,1191,CB,Yes
35,26,2,196,772,601,1896,AC,Yes
35,27,1,714,2137,333,2685,MP,Yes
35,28,8,541,304,3217,711,DF,Yes
35,29,7,382,1208,188,2005,CF,No
35,30,6,198,665,1506,1874,ACF,Yes
35,31,5,620,1113,630,2447,MPF,No
35,32,4,111,2134,375,2071,DB,No
36,1,4,722,1447,1425,762,DB,No
36,2,3,650,601,1338,,CB,Yes
36,3,2,740,1293,5791,641,AC,No
36,4,1,675,627,1222,823,MP,Yes
36,5,8,318,1027,791,,DF,Yes
36,6,7,1422,964,1725,4467,CF,Yes
36,7,6,726,1869,3268,541,ACF,No
36,8,5,1403,1582,2618,1377,MPF,No
36,9,4,893,2713,1523,555,DB,No
36,10,3,566,1725,450,845,CB,Yes
36,11,2,846,1027,1087,1189,AC,No
36,12,1,517,1328,548,1631,MP,Yes
36,13,8,673,1136,372,,DF,Yes
36,14,7,993,1918,2115,2150,CF,No
36,15,6,1418,1230,3471,1768,ACF,No
36,16,5,716,1616,2397,4005,MPF,No
36,17,4,668,1052,1499,174,DB,No
36,18,3,756,1437,560,709,CB,Yes
36,19,2,1048,1290,1813,4896,AC,No
36,20,1,1462,1613,1208,1762,MP,Yes
36,21,8,1358,926,791,181,DF,Yes
36,22,7,972,3320,4809,4862,CF,No
36,23,6,711,1173,1514,3081,ACF,No
36,24,5,889,1787,547,942,MPF,No
36,25,4,462,,4017,837,DB,No
36,26,3,918,1244,457,717,CB,Yes
36,27,2,916,2630,1689,,AC,No
36,28,1,594,2177,506,1571,MP,Yes
36,29,8,990,1953,2404,1412,DF,Yes
36,30,7,592,1073,3620,1721,CF,No
36,31,6,802,937,709,2973,ACF,Yes
36,32,5,991,1575,2615,876,MPF,No
37,1,5,339,813,958,3105,MPF,No
37,2,4,397,477,691,3186,DB,No
37,3,3,352,850,317,1647,CB,Yes
37,4,2,1379,1575,1481,2952,AC,Yes
37,5,1,951,2050,323,2522,MP,No
37,6,8,887,588,537,1432,DF,Yes
37,7,7,298,674,315,8054,CF,No
37,8,6,431,2903,649,3137,ACF,No
37,9,5,402,1448,961,818,MPF,No
37,10,4,551,1294,367,10873,DB,No
37,11,3,365,1254,474,2028,CB,Yes
37,12,2,197,2792,777,7714,AC,Yes
37,13,1,609,814,275,1080,MP,Yes
37,14,8,621,406,549,3058,DF,Yes
37,15,7,821,1599,1164,13163,CF,Yes
37,16,6,674,626,845,2207,ACF,No
37,17,5,878,586,579,756,MPF,No
37,18,4,225,1218,344,1062,DB,No
37,19,3,531,383,764,2722,CB,Yes
37,20,2,453,2311,3601,3205,AC,Yes
37,21,1,234,573,554,2309,MP,Yes
37,22,8,1284,799,419,4085,DF,Yes
37,23,7,353,370,174,10267,CF,No
37,24,6,411,1238,1054,3221,ACF,No
37,25,5,672,1160,656,751,MPF,No
37,26,4,619,756,433,1231,DB,No
37,27,3,924,2000,730,7949,CB,Yes
37,28,2,402,980,660,15449,AC,No
37,29,1,286,,938,2115,MP,Yes
37,30,8,894,2486,610,897,DF,No
37,31,7,661,875,1534,2531,CF,No
37,32,6,808,1064,2726,1636,ACF,No
38,1,6,300,2008,1006,1920,ACF,No
38,2,5,262,372,,3813,MPF,No
38,3,4,146,1909,641,2752,DB,No
38,4,3,303,457,803,2477,CB,Yes
38,5,2,505,1142,1083,1971,AC,Yes
38,6,1,336,1989,1460,667,MP,Yes
38,7,8,389,621,631,1353,DF,No
38,8,7,169,822,844,2060,CF,No
38,9,6,313,1445,997,1325,ACF,No
38,10,5,325,2217,750,843,MPF,No
38,11,4,318,886,413,1752,DB,No
38,12,3,136,894,297,3219,CB,Yes
38,13,2,149,2616,3280,1608,AC,Yes
38,14,1,206,,1676,3231,MP,Yes
38,15,8,135,494,2081,1557,DF,Yes
38,16,7,148,586,897,4617,CF,No
38,17,6,424,1455,614,1201,ACF,No
38,18,5,396,1230,626,1697,MPF,No
38,19,4,417,687,476,1488,DB,No
38,20,3,259,1228,,2613,CB,Yes
38,21,2,1117,,459,1185,AC,Yes
38,22,1,322,461,577,1662,MP,Yes
38,23,8,190,948,347,2339,DF,Yes
38,24,7,977,1618,1259,3824,CF,No
38,25,6,323,374,1838,1469,ACF,No
38,26,5,299,514,573,1918,MPF,No
38,27,4,146,549,868,18766,DB,No
38,28,3,249,334,1208,1131,CB,Yes
38,29,2,171,1001,381,2385,AC,Yes
38,30,1,436,993,2290,2657,MP,Yes
38,31,8,143,1454,568,969,DF,Yes
38,32,7,292,565,1798,3018,CF,No
39,1,7,194,899,1378,8852,CF,No
39,2,6,643,1119,1713,4756,ACF,No
39,3,5,332,1573,557,3072,MPF,No
39,4,4,237,2345,410,2868,DB,No
39,5,3,429,2714,946,2971,CB,No
39,6,2,1038,1907,621,3810,AC,Yes
39,7,1,955,1045,587,5036,MP,Yes
39,8,8,192,899,500,5250,DF,Yes
39,9,7,473,1911,1818,785,CF,No
39,10,6,777,640,2448,2172,ACF,No
39,11,5,417,1050,1201,771,MPF,No
39,12,4,375,1227,406,6177,DB,No
39,13,3,269,884,,1574,CB,Yes
39,14,2,448,834,3733,496,AC,Yes
39,15,1,578,1831,1054,1075,MP,Yes
39,16,8,553,344,545,1770,DF,Yes
39,17,7,478,1706,4150,1347,CF,No
39,18,6,664,2057,960,2173,ACF,No
39,19,5,1027,1215,1402,1592,MPF,No
39,20,4,729,2066,422,890,DB,No
39,21,3,197,1626,2475,745,CB,Yes
39,22,2,1164,969,699,1522,AC,Yes
39,23,1,1081,862,1216,143,MP,Yes
39,24,8,593,1159,1324,578,DF,Yes
39,25,7,432,2005,1017,1521,CF,No
39,26,6,1136,1175,1075,11977,ACF,No
39,27,5,688,1154,2390,475,MPF,Yes
39,28,4,583,2804,809,1180,DB,No
39,29,3,1724,686,375,719,CB,Yes
39,30,2,806,945,4884,118,AC,Yes
39,31,1,580,1781,1235,583,MP,Yes
39,32,8,795,682,856,3236,DF,Yes
40,1,8,537,2571,1011,12029,DF,No
40,2,7,650,1837,750,6113,CF,No
40,3,6,697,591,611,1976,ACF,No
40,4,5,1149,679,2203,6746,MPF,No
40,5,4,345,704,423,22033,DB,No
40,6,3,332,1296,436,3999,CB,Yes
40,7,2,697,839,2629,6831,AC,No
40,8,1,500,469,412,3280,MP,Yes
40,9,8,716,2717,2322,1713,DF,Yes
40,10,7,1136,657,1740,3425,CF,No
40,11,6,780,1440,882,10411,ACF,No
40,12,5,486,1151,627,7819,MPF,No
40,13,4,343,920,1233,3387,DB,No
40,14,3,420,592,350,904,CB,Yes
40,15,2,792,847,1061,8437,AC,No
