P.s,Item,Cond,Antecedent,Consequent,Premise,Conclusion,CondType,Did the conclusion follow with logical neccesity 
21,27,3,540,1732,986,2689,CB,Yes
21,28,2,1057,240,1147,564,AC,Yes
21,29,1,1897,1457,425,747,MP,Yes
21,30,8,1374,3304,1545,1393,DF,No
21,31,7,1358,3159,1130,958,CF,No
21,32,6,946,2069,182,802,ACF,No
22,1,6,1045,515,686,239,ACF,No
22,2,5,586,870,703,474,MPF,No
22,3,4,1390,1102,387,145,DB,No
22,4,3,1056,515,420,640,CB,Yes
22,5,2,635,614,530,90,AC,Yes
22,6,1,761,432,445,482,MP,Yes
22,7,8,560,1480,978,91,DF,Yes
22,8,7,630,514,1147,1090,CF,No
22,9,6,509,628,494,347,ACF,No
22,10,5,596,454,457,658,MPF,No
22,11,4,477,406,335,421,DB,No
22,12,3,346,527,352,128,CB,Yes
22,13,2,1319,297,225,208,AC,Yes
22,14,1,806,557,443,407,MP,Yes
22,15,8,823,1179,790,503,DF,Yes
22,16,7,409,526,333,289,CF,No
22,17,6,775,533,1044,427,ACF,Yes
22,18,5,345,1197,503,500,MPF,No
22,19,4,515,873,600,265,DB,No
22,20,3,402,373,190,224,CB,Yes
22,21,2,783,1322,322,203,AC,Yes
22,22,1,702,792,409,509,MP,Yes
22,23,8,729,109,,291,DF,Yes
22,24,7,560,630,1016,256,CF,No
22,25,6,712,621,,376,ACF,No
22,26,5,302,524,627,431,MPF,No
22,27,4,561,522,535,,DB,No
22,28,3,322,584,276,304,CB,Yes
22,29,2,661,503,351,322,AC,Yes
22,30,1,363,590,500,302,MP,Yes
22,31,8,527,1107,1010,376,DF,Yes
22,32,7,363,394,369,184,CF,No
23,1,7,625,815,526,567,CF,No
23,2,6,2015,942,700,835,ACF,No
23,3,5,1906,1684,,143,MPF,No
23,4,4,370,1018,420,1017,DB,No
23,5,3,751,940,,1156,CB,Yes
23,6,2,857,2673,1158,329,AC,Yes
23,7,1,1336,809,,671,MP,Yes
23,8,8,953,1152,1033,178,DF,Yes
23,9,7,508,1213,139,750,CF,No
23,10,6,580,970,758,522,ACF,No
23,11,5,696,977,629,201,MPF,No
23,12,4,308,568,590,660,DB,No
23,13,3,188,1361,,1073,CB,No
23,14,2,606,1084,,166,AC,Yes
23,15,1,578,1058,452,284,MP,Yes
23,16,8,753,1307,842,219,DF,Yes
23,17,7,399,555,1233,549,CF,No
23,18,6,1213,1069,968,659,ACF,No
23,19,5,773,1657,470,627,MPF,No
23,20,4,989,531,562,,DB,No
23,21,3,840,821,817,608,CB,Yes
23,22,2,512,371,176,348,AC,Yes
23,23,1,1754,890,470,424,MP,Yes
23,24,8,486,1173,,853,DF,Yes
23,25,7,712,436,,140,CF,No
23,26,6,402,671,687,306,ACF,No
23,27,5,1248,736,765,1713,MPF,No
23,28,4,483,1253,,1016,DB,No
23,29,3,567,433,803,627,CB,Yes
23,30,2,349,,,126,AC,Yes
23,31,1,1575,2048,483,279,MP,Yes
23,32,8,1388,629,934,183,DF,Yes
24,1,8,443,703,982,1238,DF,Yes
24,2,7,638,659,817,487,CF,No
24,3,6,844,1017,165,465,ACF,No
24,4,5,727,514,1574,610,MPF,No
24,5,4,775,927,486,535,DB,No
24,6,3,663,1065,341,385,CB,Yes
24,7,2,463,1331,766,362,AC,Yes
24,8,1,480,555,794,283,MP,Yes
24,9,8,523,1507,372,1395,DF,No
24,10,7,414,1384,916,573,CF,No
24,11,6,635,1114,508,952,ACF,No
24,12,5,988,1239,771,198,MPF,No
24,13,4,333,163,219,94,DB,No
24,14,3,532,750,393,150,CB,Yes
24,15,2,514,1171,,131,AC,Yes
24,16,1,1216,738,927,171,MP,Yes
24,17,8,400,633,,171,DF,Yes
24,18,7,1271,930,792,524,CF,No
24,19,6,1422,129,132,754,ACF,No
24,20,5,2518,789,,138,MPF,No
24,21,4,411,123,449,321,DB,No
24,22,3,614,1132,179,643,CB,Yes
24,23,2,344,1275,,456,AC,Yes
24,24,1,796,1138,647,224,MP,Yes
24,25,8,481,550,143,493,DF,Yes
24,26,7,561,629,740,1040,CF,No
24,27,6,1086,436,533,857,ACF,No
24,28,5,490,934,731,1063,MPF,No
24,29,4,786,920,757,588,DB,Yes
24,30,3,569,1087,453,166,CB,Yes
24,31,2,452,705,,125,AC,No
24,32,1,487,615,505,437,MP,Yes
25,1,1,653,255,359,261,MP,Yes
25,2,8,367,752,723,597,DF,Yes
25,3,7,364,239,949,136,CF,Yes
25,4,6,1079,700,218,535,ACF,No
25,5,5,437,144,563,437,MPF,No
25,6,4,614,320,502,435,DB,No
25,7,3,425,193,477,170,CB,Yes
25,8,2,367,659,549,277,AC,Yes
25,9,1,294,948,469,382,MP,Yes
25,10,8,744,507,502,480,DF,Yes
25,11,7,381,254,1112,414,CF,No
25,12,6,673,168,583,396,ACF,No
25,13,5,558,604,521,226,MPF,No
25,14,4,498,272,339,189,DB,No
25,15,3,338,551,370,352,CB,Yes
25,16,2,608,389,465,197,AC,Yes
25,17,1,851,1518,405,350,MP,Yes
25,18,8,571,319,615,257,DF,Yes
25,19,7,408,608,273,332,CF,No
25,20,6,518,204,834,308,ACF,No
25,21,5,1575,523,735,549,MPF,No
25,22,4,551,402,358,223,DB,No
25,23,3,556,182,448,356,CB,Yes
25,24,2,694,760,333,420,AC,Yes
25,25,1,563,437,669,232,MP,Yes
25,26,8,657,140,720,306,DF,Yes
25,27,7,420,477,595,335,CF,No
25,28,6,931,939,724,185,ACF,No
25,29,5,393,332,599,222,MPF,No
25,30,4,332,769,365,421,DB,No
25,31,3,516,388,857,308,CB,Yes
25,32,2,671,860,396,365,AC,Yes
26,1,2,374,181,906,740,AC,Yes
26,2,1,326,1072,949,144,MP,Yes
26,3,8,352,1166,799,835,DF,No
26,4,7,362,555,3480,1034,CF,No
26,5,6,627,720,704,456,ACF,No
26,6,5,341,1613,447,591,MPF,No
26,7,4,420,1498,338,381,DB,No
26,8,3,346,528,675,236,CB,Yes
26,9,2,317,497,511,314,AC,Yes
26,10,1,364,1742,565,205,MP,Yes
26,11,8,468,585,432,906,DF,Yes
26,12,7,400,879,444,353,CF,No
26,13,6,1384,202,216,608,ACF,No
26,14,5,411,917,777,503,MPF,No
26,15,4,626,487,460,398,DB,Yes
26,16,3,368,794,625,280,CB,Yes
26,17,2,253,213,426,331,AC,Yes
26,18,1,577,106,372,690,MP,Yes
26,19,8,423,540,565,1274,DF,No
26,20,7,337,718,729,702,CF,No
26,21,6,535,149,965,254,ACF,No
26,22,5,712,888,777,438,MPF,No
26,23,4,989,865,181,310,DB,No
26,24,3,1068,1057,727,305,CB,Yes
26,25,2,444,1745,791,254,AC,Yes
26,26,1,692,199,503,456,MP,Yes
26,27,8,814,2203,1231,840,DF,No
26,28,7,310,704,828,220,CF,No
26,29,6,626,377,1188,376,ACF,No
26,30,5,305,608,670,316,MPF,No
26,31,4,836,1703,654,404,DB,Yes
26,32,3,576,461,720,529,CB,Yes
27,1,3,537,452,344,607,CB,Yes
27,2,2,519,984,334,554,AC,Yes
27,3,1,342,,208,386,MP,Yes
27,4,8,362,348,2203,875,DF,Yes
27,5,7,682,197,1475,1325,CF,No
27,6,6,354,179,979,482,ACF,No
27,7,5,1062,587,1144,345,MPF,Yes
27,8,4,1704,250,314,218,DB,No
27,9,3,1367,915,1166,579,CB,Yes
27,10,2,955,3002,324,585,AC,Yes
27,11,1,408,394,,387,MP,Yes
27,12,8,592,568,613,343,DF,Yes
27,13,7,1194,821,1375,420,CF,No
27,14,6,592,1858,2372,377,ACF,No
27,15,5,2062,582,,458,MPF,No
27,16,4,1502,424,125,598,DB,No
27,17,3,320,533,208,1089,CB,Yes
27,18,2,568,805,225,366,AC,Yes
27,19,1,563,2316,224,318,MP,Yes
27,20,8,584,388,465,645,DF,Yes
27,21,7,516,924,872,1625,CF,No
27,22,6,1598,247,521,869,ACF,No
27,23,5,974,728,272,989,MPF,No
27,24,4,546,868,1849,922,DB,No
27,25,3,750,1022,603,616,CB,No
27,26,2,1104,1004,796,724,AC,Yes
27,27,1,611,1645,649,331,MP,Yes
27,28,8,1611,466,2303,560,DF,Yes
27,29,7,414,786,209,851,CF,No
27,30,6,833,369,1695,418,ACF,No
27,31,5,643,1460,750,417,MPF,Yes
27,32,4,321,167,849,881,DB,No
28,1,4,1208,709,787,331,DB,No
28,2,3,835,703,346,434,CB,Yes
28,3,2,707,1431,687,304,AC,Yes
28,4,1,1443,168,401,133,MP,Yes
28,5,8,2489,175,399,784,DF,Yes
28,6,7,624,700,770,348,CF,Yes
28,7,6,1385,2007,597,325,ACF,No
28,8,5,2244,1591,1181,345,MPF,No
28,9,4,166,,,287,DB,No
28,10,3,1241,930,202,1083,CB,Yes
28,11,2,183,550,,695,AC,Yes
28,12,1,485,1523,277,448,MP,Yes
28,13,8,516,438,828,1737,DF,Yes
28,14,7,2097,897,509,358,CF,Yes
28,15,6,1538,1438,556,333,ACF,No
28,16,5,560,653,221,337,MPF,No
28,17,4,1609,1586,867,380,DB,No
28,18,3,1142,116,742,516,CB,Yes
28,19,2,526,579,457,269,AC,Yes
28,20,1,630,1913,726,402,MP,Yes
28,21,8,1070,1131,629,,DF,Yes
28,22,7,2036,1387,457,420,CF,Yes
28,23,6,856,1867,685,313,ACF,No
28,24,5,558,632,484,275,MPF,No
28,25,4,557,1336,730,363,DB,No
28,26,3,605,912,406,350,CB,Yes
28,27,2,416,145,557,301,AC,Yes
28,28,1,448,648,360,422,MP,Yes
28,29,8,950,1624,541,151,DF,Yes
28,30,7,1174,1746,464,385,CF,No
28,31,6,442,425,541,439,ACF,Yes
28,32,5,874,1242,138,1372,MPF,No
29,1,5,1474,894,231,262,MPF,No
29,2,4,888,1048,1294,855,DB,No
29,3,3,561,896,454,711,CB,Yes
29,4,2,584,1300,1375,893,AC,Yes
29,5,1,891,1087,1119,775,MP,Yes
29,6,8,429,234,154,571,DF,Yes
29,7,7,2341,1741,323,302,CF,No
29,8,6,373,1101,939,531,ACF,No
29,9,5,518,1847,882,564,MPF,No
29,10,4,1084,91,1082,945,DB,No
29,11,3,464,1681,384,684,CB,Yes
29,12,2,901,3211,939,665,AC,Yes
29,13,1,885,2184,3271,1087,MP,Yes
29,14,8,543,121,707,737,DF,Yes
29,15,7,1432,985,788,1118,CF,Yes
29,16,6,1185,2098,1523,1557,ACF,No
29,17,5,421,339,447,645,MPF,No
29,18,4,355,1107,384,788,DB,No
29,19,3,1594,2908,768,688,CB,Yes
29,20,2,656,1749,610,649,AC,Yes
29,21,1,200,2101,142,219,MP,Yes
29,22,8,554,186,635,546,DF,Yes
29,23,7,665,107,1140,470,CF,Yes
29,24,6,973,845,1214,244,ACF,No
29,25,5,755,1307,692,,MPF,No
29,26,4,833,1348,1316,538,DB,No
29,27,3,1383,299,1107,547,CB,Yes
29,28,2,697,1104,905,510,AC,Yes
29,29,1,786,745,574,828,MP,Yes
29,30,8,1211,773,274,514,DF,Yes
29,31,7,1127,798,801,1649,CF,Yes
29,32,6,1318,1345,819,619,ACF,No
30,1,6,905,741,1415,620,ACF,Yes
30,2,5,1228,929,1809,193,MPF,Yes
30,3,4,322,839,1762,612,DB,No
30,4,3,445,2007,1121,601,CB,Yes
30,5,2,555,509,690,316,AC,Yes
30,6,1,603,1457,1617,345,MP,Yes
30,7,8,800,1782,712,217,DF,Yes
30,8,7,752,1184,734,684,CF,No
30,9,6,580,586,639,1525,ACF,No
30,10,5,454,1122,736,981,MPF,No
30,11,4,656,945,595,610,DB,No
30,12,3,380,1176,590,1185,CB,Yes
30,13,2,1142,1516,851,,AC,Yes
30,14,1,779,1031,655,883,MP,Yes
30,15,8,518,411,1982,1438,DF,Yes
30,16,7,664,1182,1121,770,CF,No
30,17,6,385,1357,683,965,ACF,No
30,18,5,1348,1571,670,769,MPF,No
30,19,4,637,1331,538,1452,DB,No
30,20,3,285,1705,586,948,CB,Yes
30,21,2,552,1827,1360,436,AC,Yes
30,22,1,537,1803,481,356,MP,Yes
30,23,8,627,1821,1146,1173,DF,Yes
30,24,7,977,2053,883,1062,CF,No
30,25,6,829,1397,658,935,ACF,No
30,26,5,569,617,742,1198,MPF,No
30,27,4,374,939,1619,487,DB,No
30,28,3,582,1305,466,928,CB,Yes
30,29,2,411,1022,976,798,AC,Yes
30,30,1,679,1338,610,337,MP,Yes
30,31,8,441,1264,1471,727,DF,Yes
30,32,7,1091,3369,917,396,CF,No
31,1,7,846,785,568,292,CF,No
31,2,6,586,1010,618,394,ACF,No
31,3,5,776,615,469,187,MPF,No
31,4,4,794,1101,171,,DB,No
31,5,3,577,567,767,,CB,Yes
31,6,2,407,413,220,402,AC,Yes
31,7,1,899,483,542,529,MP,Yes
31,8,8,3912,508,982,369,DF,Yes
31,9,7,558,417,570,771,CF,No
31,10,6,999,849,410,173,ACF,No
31,11,5,1331,703,806,473,MPF,No
31,12,4,587,,203,200,DB,No
31,13,3,508,530,525,378,CB,Yes
31,14,2,864,725,596,386,AC,Yes
31,15,1,998,859,774,553,MP,Yes
31,16,8,499,555,911,364,DF,Yes
31,17,7,901,783,665,526,CF,No
31,18,6,548,547,765,375,ACF,No
31,19,5,694,631,448,633,MPF,No
31,20,4,772,578,684,188,DB,No
31,21,3,,170,516,333,CB,Yes
31,22,2,1335,800,557,304,AC,Yes
31,23,1,1004,541,165,84,MP,Yes
31,24,8,651,603,586,696,DF,Yes
31,25,7,935,959,659,346,CF,No
31,26,6,838,1012,533,165,ACF,No
31,27,5,1529,796,728,424,MPF,No
31,28,4,621,645,353,248,DB,No
31,29,3,929,1045,317,294,CB,Yes
31,30,2,853,1153,435,240,AC,Yes
31,31,1,919,606,361,574,MP,Yes
31,32,8,1414,985,880,354,DF,Yes
32,1,8,567,870,509,921,DF,Yes
32,2,7,1539,914,2118,1959,CF,No
32,3,6,1460,1233,898,1595,ACF,Yes
32,4,5,1669,1765,995,372,MPF,No
32,5,4,1952,1467,1010,641,DB,Yes
32,6,3,1489,1685,690,365,CB,Yes
32,7,2,1805,2592,190,955,AC,Yes
32,8,1,2148,847,639,647,MP,Yes
32,9,8,1110,1120,1952,294,DF,Yes
32,10,7,1591,901,837,656,CF,No
32,11,6,1605,998,3473,560,ACF,Yes
32,12,5,1768,933,1132,493,MPF,No
32,13,4,1493,1706,886,179,DB,No
32,14,3,1397,593,775,437,CB,Yes
32,15,2,2864,197,1140,995,AC,Yes
32,16,1,1463,255,620,342,MP,Yes
32,17,8,1454,2126,1697,750,DF,No
32,18,7,1856,1590,1201,299,CF,Yes
32,19,6,827,2254,944,524,ACF,No
32,20,5,1683,1152,4616,734,MPF,No
32,21,4,1147,1291,956,268,DB,No
32,22,3,1596,219,749,480,CB,Yes
32,23,2,1656,234,1430,782,AC,Yes
32,24,1,1125,1577,529,484,MP,Yes
32,25,8,1269,2152,1631,370,DF,Yes
32,26,7,1459,1103,767,516,CF,Yes
32,27,6,2647,2242,2392,917,ACF,Yes
32,28,5,1455,2021,3328,923,MPF,No
32,29,4,1445,250,813,407,DB,Yes
32,30,3,2093,1033,1321,256,CB,Yes
32,31,2,2461,1530,814,643,AC,Yes
32,32,1,2020,1658,675,1008,MP,Yes
33,1,1,541,828,582,443,MP,Yes
33,2,8,428,220,,428,DF,Yes
33,3,7,482,1035,929,303,CF,No
33,4,6,573,1561,984,429,ACF,No
33,5,5,348,120,248,,MPF,Yes
33,6,4,388,451,675,222,DB,No
33,7,3,448,388,1195,,CB,Yes
33,8,2,1696,546,663,408,AC,Yes
33,9,1,518,474,802,,MP,Yes
33,10,8,543,1200,723,265,DF,Yes
33,11,7,350,735,440,187,CF,No
33,12,6,622,1101,562,199,ACF,No
33,13,5,521,1137,676,257,MPF,No
33,14,4,990,200,192,575,DB,No
33,15,3,559,764,1097,154,CB,Yes
33,16,2,896,1836,891,,AC,Yes
33,17,1,1353,1142,585,259,MP,Yes
33,18,8,497,476,507,228,DF,Yes
33,19,7,351,859,287,422,CF,No
33,20,6,542,369,144,586,ACF,No
33,21,5,560,603,1336,,MPF,No
33,22,4,611,709,300,169,DB,No
33,23,3,319,529,320,468,CB,Yes
33,24,2,651,1567,778,389,AC,No
33,25,1,549,1409,648,,MP,Yes
33,26,8,657,700,123,,DF,Yes
33,27,7,920,968,936,699,CF,No
33,28,6,329,1044,639,355,ACF,Yes
33,29,5,589,1212,663,542,MPF,No
33,30,4,899,152,1017,91,DB,Yes
33,31,3,866,1467,622,346,CB,Yes
33,32,2,1145,1477,566,419,AC,No
34,1,2,329,327,,843,AC,Yes
34,2,1,579,813,,167,MP,Yes
34,3,8,503,227,304,166,DF,Yes
34,4,7,683,889,800,357,CF,No
34,5,6,679,575,424,234,ACF,No
34,6,5,802,916,463,746,MPF,No
34,7,4,607,508,126,525,DB,No
34,8,3,496,637,606,216,CB,Yes
34,9,2,851,1718,703,,AC,Yes
34,10,1,967,598,1037,733,MP,Yes
34,11,8,782,1082,657,387,DF,Yes
34,12,7,513,993,888,514,CF,No
34,13,6,842,,357,665,ACF,No
34,14,5,639,712,729,312,MPF,No
34,15,4,667,623,826,395,DB,No
34,16,3,522,,296,872,CB,Yes
34,17,2,586,286,385,559,AC,Yes
34,18,1,458,902,,508,MP,Yes
34,19,8,634,293,798,568,DF,Yes
34,20,7,400,726,892,416,CF,No
34,21,6,483,748,903,171,ACF,No
34,22,5,1049,681,612,503,MPF,No
34,23,4,593,616,266,386,DB,No
34,24,3,981,634,816,624,CB,Yes
34,25,2,563,165,1259,122,AC,Yes
34,26,1,387,391,438,215,MP,Yes
34,27,8,822,797,650,246,DF,Yes
34,28,7,638,417,681,642,CF,No
34,29,6,487,311,332,377,ACF,No
34,30,5,646,402,,921,MPF,No
34,31,4,912,1029,454,543,DB,No
34,32,3,496,440,796,262,CB,Yes
35,1,3,451,419,99,306,CB,Yes
35,2,2,425,373,87,399,AC,Yes
35,3,1,229,868,679,407,MP,Yes
35,4,8,132,832,1005,744,DF,No
35,5,7,115,,215,273,CF,No
35,6,6,1127,755,649,244,ACF,No
35,7,5,449,819,,178,MPF,No
35,8,4,134,199,200,181,DB,No
35,9,3,184,205,293,,CB,Yes
35,10,2,152,187,225,445,AC,Yes
35,11,1,221,316,538,229,MP,Yes
35,12,8,466,519,569,165,DF,Yes
35,13,7,643,1360,567,536,CF,No
35,14,6,111,490,535,278,ACF,No
35,15,5,670,500,734,287,MPF,No
35,16,4,249,127,497,330,DB,No
35,17,3,454,378,899,302,CB,Yes
35,18,2,179,1066,566,930,AC,Yes
35,19,1,155,412,400,471,MP,Yes
35,20,8,414,1427,576,386,DF,Yes
35,21,7,2361,1087,498,372,CF,No
35,22,6,160,161,364,690,ACF,No
35,23,5,708,668,223,333,MPF,No
35,24,4,329,177,633,411,DB,Yes
35,25,3,645,602,274,293,CB,Yes
35,26,2,196,576,601,352,AC,Yes
35,27,1,714,1739,333,277,MP,Yes
35,28,8,541,304,560,711,DF,Yes
35,29,7,382,499,188,823,CF,No
35,30,6,198,665,827,391,ACF,Yes
35,31,5,620,1113,630,214,MPF,No
35,32,4,111,215,375,235,DB,No
36,1,4,722,1447,1070,585,DB,No
36,2,3,650,601,1338,,CB,Yes
36,3,2,740,1293,979,210,AC,No
36,4,1,675,627,810,823,MP,Yes
36,5,8,318,879,555,,DF,Yes
36,6,7,1422,964,934,365,CF,Yes
36,7,6,726,1319,271,541,ACF,No
36,8,5,1403,1372,496,482,MPF,No
36,9,4,893,1306,711,231,DB,No
36,10,3,566,1055,450,164,CB,Yes
36,11,2,846,1027,1087,1189,AC,No
36,12,1,517,1328,548,480,MP,Yes
36,13,8,673,784,173,,DF,Yes
36,14,7,993,1918,2115,965,CF,No
36,15,6,1418,1230,2216,920,ACF,No
36,16,5,716,1616,1228,455,MPF,No
36,17,4,668,1052,1499,174,DB,No
36,18,3,756,1437,560,709,CB,Yes
36,19,2,1048,1290,1813,1128,AC,No
36,20,1,1462,1613,1208,1762,MP,Yes
36,21,8,1358,593,791,181,DF,Yes
36,22,7,972,1619,1265,497,CF,No
36,23,6,711,897,650,456,ACF,No
36,24,5,889,1177,547,942,MPF,No
36,25,4,462,,121,837,DB,No
36,26,3,918,1244,457,337,CB,Yes
36,27,2,916,951,1138,,AC,No
36,28,1,594,1967,506,454,MP,Yes
36,29,8,990,1953,1178,1412,DF,Yes
36,30,7,592,1073,1587,329,CF,No
36,31,6,802,937,709,263,ACF,Yes
36,32,5,991,1185,414,555,MPF,No
37,1,5,339,813,958,1778,MPF,No
37,2,4,397,477,691,486,DB,No
37,3,3,352,595,317,378,CB,Yes
37,4,2,1379,545,1005,665,AC,Yes
37,5,1,951,343,323,799,MP,No
37,6,8,887,277,537,350,DF,Yes
37,7,7,298,362,315,196,CF,No
37,8,6,431,398,649,259,ACF,No
37,9,5,402,372,737,818,MPF,No
37,10,4,551,412,367,809,DB,No
37,11,3,365,260,474,2028,CB,Yes
37,12,2,197,280,777,434,AC,Yes
37,13,1,609,633,275,315,MP,Yes
37,14,8,621,406,549,612,DF,Yes
37,15,7,821,1599,1164,362,CF,Yes
37,16,6,674,626,845,211,ACF,No
37,17,5,878,346,579,315,MPF,No
37,18,4,225,257,344,416,DB,No
37,19,3,531,383,764,622,CB,Yes
37,20,2,453,424,620,385,AC,Yes
37,21,1,234,393,554,346,MP,Yes
37,22,8,1284,799,419,169,DF,Yes
37,23,7,353,370,174,325,CF,No
37,24,6,411,1238,1054,777,ACF,No
37,25,5,672,1160,656,751,MPF,No
37,26,4,619,756,433,281,DB,No
37,27,3,924,2000,269,1352,CB,Yes
37,28,2,402,223,660,203,AC,No
37,29,1,286,,265,142,MP,Yes
37,30,8,894,1061,610,897,DF,No
37,31,7,661,875,1534,174,CF,No
37,32,6,808,890,2129,415,ACF,No
38,1,6,300,392,808,491,ACF,No
38,2,5,262,372,,143,MPF,No
38,3,4,146,610,641,280,DB,No
38,4,3,303,457,803,587,CB,Yes
38,5,2,505,153,572,453,AC,Yes
38,6,1,336,482,656,667,MP,Yes
38,7,8,389,621,631,1353,DF,No
38,8,7,169,456,844,276,CF,No
38,9,6,313,736,784,403,ACF,No
38,10,5,325,323,750,843,MPF,No
38,11,4,318,403,413,251,DB,No
38,12,3,136,894,297,1062,CB,Yes
38,13,2,149,575,163,421,AC,Yes
38,14,1,206,,89,364,MP,Yes
38,15,8,135,343,466,365,DF,Yes
38,16,7,148,586,563,338,CF,No
38,17,6,424,271,614,280,ACF,No
38,18,5,396,1230,626,612,MPF,No
38,19,4,417,687,476,254,DB,No
38,20,3,259,600,,181,CB,Yes
38,21,2,1117,,459,207,AC,Yes
38,22,1,322,461,577,431,MP,Yes
38,23,8,190,383,347,216,DF,Yes
38,24,7,977,486,406,251,CF,No
38,25,6,323,374,685,546,ACF,No
38,26,5,299,514,573,1111,MPF,No
38,27,4,146,332,868,639,DB,No
38,28,3,249,334,265,1131,CB,Yes
38,29,2,171,515,381,237,AC,Yes
38,30,1,436,993,1185,848,MP,Yes
38,31,8,143,499,568,969,DF,Yes
38,32,7,292,565,749,1033,CF,No
39,1,7,194,899,1378,427,CF,No
39,2,6,643,188,652,149,ACF,No
39,3,5,332,1046,557,718,MPF,No
39,4,4,237,594,410,122,DB,No
39,5,3,429,346,946,178,CB,No
39,6,2,1038,320,621,293,AC,Yes
39,7,1,955,287,587,159,MP,Yes
39,8,8,192,533,500,396,DF,Yes
39,9,7,473,1911,738,187,CF,No
39,10,6,777,640,504,350,ACF,No
39,11,5,417,788,637,379,MPF,No
39,12,4,375,1227,406,193,DB,No
39,13,3,269,884,,1029,CB,Yes
39,14,2,448,234,213,496,AC,Yes
39,15,1,578,274,448,634,MP,Yes
39,16,8,553,344,545,147,DF,Yes
39,17,7,478,900,623,409,CF,No
39,18,6,664,119,960,367,ACF,No
39,19,5,1027,1215,628,707,MPF,No
39,20,4,729,1288,422,229,DB,No
39,21,3,197,1626,453,548,CB,Yes
39,22,2,1164,740,699,524,AC,Yes
39,23,1,1081,716,208,143,MP,Yes
39,24,8,593,773,465,578,DF,Yes
39,25,7,432,144,249,115,CF,No
39,26,6,1136,486,1075,568,ACF,No
39,27,5,688,456,1919,475,MPF,Yes
39,28,4,583,251,809,216,DB,No
39,29,3,1724,686,375,329,CB,Yes
39,30,2,806,766,317,118,AC,Yes
39,31,1,580,1129,569,583,MP,Yes
39,32,8,795,682,856,588,DF,Yes
40,1,8,537,2571,1011,173,DF,No
40,2,7,650,793,750,506,CF,No
40,3,6,697,591,611,533,ACF,No
40,4,5,1149,679,279,388,MPF,No
40,5,4,345,704,423,229,DB,No
40,6,3,332,1296,436,531,CB,Yes
40,7,2,697,421,457,324,AC,No
40,8,1,500,469,412,371,MP,Yes
40,9,8,716,449,432,469,DF,Yes
40,10,7,1136,310,182,316,CF,No
40,11,6,780,609,644,431,ACF,No
40,12,5,486,524,627,757,MPF,No
40,13,4,343,178,317,354,DB,No
40,14,3,420,488,350,252,CB,Yes
40,15,2,792,847,1061,527,AC,No
40,16,1,1477,456,464,400,MP,Yes
40,17,8,1039,479,892,343,DF,Yes
40,18,7,357,583,666,901,CF,No
40,19,6,824,826,668,341,ACF,No
40,20,5,705,488,802,509,MPF,No
40,21,4,427,1177,532,630,DB,No
40,22,3,844,1357,539,358,CB,No
40,23,2,568,2053,506,703,AC,No
40,24,1,634,902,673,503,MP,Yes
40,25,8,817,195,486,541,DF,Yes
40,26,7,925,1268,759,254,CF,No
40,27,6,645,727,,364,ACF,No
40,28,5,1209,805,383,119,MPF,No
40,29,4,1011,524,460,635,DB,No
40,30,3,375,413,432,262,CB,Yes
40,31,2,809,1286,820,322,AC,Yes
40,32,1,560,346,410,456,MP,Yes
